transaction_id,bill_date,store_id,customer_id,product_id,supplier_id,channel,quantity,mrp,discount_pct,discount_amount,sale_price,total_sale_amount,total_cost,gross_profit,gross_margin_pct,payment_mode,is_festive_period,festival_name,return_flag,date_id
TXN00003410,2024-12-12,STR01245,CUS02630,PRD01537,SUP127,Online,3,₹529.00,6.79%,₹35.92,₹493.08,"₹1,479.24","₹1,148.79",₹330.45,22.34%,UPI,No,,No,20241212
TXN00003411,2025-05-06,STR01034,CUS15033,PRD00575,SUP163,In-Store,1,₹215.00,0.91%,₹1.96,₹213.04,₹213.04,₹155.55,₹57.49,26.99%,Debit Card,No,,No,20250506
TXN00003412,2024-08-01,STR01091,CUS00621,PRD00010,SUP284,Online,2,₹20.00,8.81%,₹1.76,₹18.24,₹36.48,₹34.60,₹1.88,5.15%,UPI,No,,No,20240801
TXN00003413,2025-09-17,STR01003,CUS01018,PRD01882,SUP196,In-Store,3,₹169.00,17.48%,₹29.54,₹139.46,₹418.38,₹349.50,₹68.88,16.46%,UPI,No,,No,20250917
TXN00003414,2024-04-10,STR01052,CUS06493,PRD00568,SUP051,App,3,₹135.00,0.30%,₹0.41,₹134.59,₹403.77,₹283.77,₹120.00,29.72%,Cash,Yes,Eid,No,20240410
TXN00003415,2024-02-19,STR01494,CUS14749,PRD01796,SUP261,Online,5,₹354.00,5.74%,₹20.32,₹333.68,"₹1,668.40","₹1,257.95",₹410.45,24.60%,UPI,No,,No,20240219
TXN00003416,2024-12-09,STR01416,CUS13052,PRD01640,SUP045,In-Store,2,₹259.00,4.82%,₹12.48,₹246.52,₹493.04,₹442.16,₹50.88,10.32%,Credit Card,No,,No,20241209
TXN00003417,2024-10-26,STR01199,CUS10782,PRD01719,SUP124,In-Store,2,"₹1,199.00",5.07%,₹60.79,"₹1,138.21","₹2,276.42","₹1,968.42",₹308.00,13.53%,Debit Card,Yes,Diwali,No,20241026
TXN00003418,2024-01-29,STR01477,CUS07910,PRD01459,SUP247,In-Store,2,₹515.00,9.11%,₹46.92,₹468.08,₹936.16,₹749.36,₹186.80,19.95%,UPI,No,,No,20240129
TXN00003419,2024-02-19,STR01242,CUS18930,PRD00549,SUP267,Online,1,₹44.00,8.63%,₹3.80,₹40.20,₹40.20,₹36.19,₹4.01,9.98%,UPI,No,,No,20240219
TXN00003420,2025-05-21,STR01492,CUS10464,PRD01151,SUP075,App,1,₹65.00,15.98%,₹10.39,₹54.61,₹54.61,₹44.09,₹10.52,19.26%,Credit Card,No,,No,20250521
TXN00003421,2025-06-01,STR01061,CUS08651,PRD01241,SUP280,In-Store,2,₹65.00,16.75%,₹10.89,₹54.11,₹108.22,₹87.68,₹20.54,18.98%,Credit Card,No,,No,20250601
TXN00003422,2024-12-27,STR01286,CUS12319,PRD00614,SUP270,Online,1,₹100.00,6.36%,₹6.36,₹93.64,₹93.64,₹70.55,₹23.09,24.66%,UPI,Yes,Christmas,No,20241227
TXN00003423,2025-06-28,STR01147,CUS15938,PRD00333,SUP117,Online,1,₹230.00,2.04%,₹4.69,₹225.31,₹225.31,₹187.28,₹38.03,16.88%,Wallet,No,,No,20250628
TXN00003424,2025-07-16,STR01117,CUS17088,PRD01502,SUP196,In-Store,4,₹169.00,22.31%,₹37.70,₹131.30,₹525.20,₹529.40,-₹4.20,-0.80%,UPI,No,,No,20250716
TXN00003425,2024-02-14,STR01447,CUS19113,PRD00931,SUP015,In-Store,3,₹125.00,5.24%,₹6.55,₹118.45,₹355.35,₹298.59,₹56.76,15.97%,UPI,No,,No,20240214
TXN00003426,2024-05-19,STR01041,CUS19918,PRD00392,SUP161,Phone-Order,4,₹550.00,10.17%,₹55.94,₹494.06,"₹1,976.24","₹1,832.64",₹143.60,7.27%,Cash,No,,No,20240519
TXN00003427,2025-03-03,STR01449,CUS07898,PRD01913,SUP082,In-Store,2,₹495.00,6.80%,₹33.66,₹461.34,₹922.68,₹765.08,₹157.60,17.08%,UPI,No,,No,20250303
TXN00003428,2025-03-04,STR01161,CUS01279,PRD00682,SUP091,In-Store,5,₹575.00,22.65%,₹130.24,₹444.76,"₹2,223.80","₹2,125.65",₹98.15,4.41%,UPI,No,,No,20250304
TXN00003429,2024-01-10,STR01137,CUS09712,PRD00653,SUP194,In-Store,4,₹250.00,9.64%,₹24.10,₹225.90,₹903.60,₹809.08,₹94.52,10.46%,Credit Card,No,,No,20240110
TXN00003430,2025-07-10,STR01373,CUS14947,PRD01724,SUP070,In-Store,1,₹154.00,4.00%,₹6.16,₹147.84,₹147.84,₹111.83,₹36.01,24.36%,UPI,No,,No,20250710
TXN00003431,2025-09-05,STR01419,CUS04778,PRD01430,SUP034,In-Store,4,₹120.00,0.52%,₹0.62,₹119.38,₹477.52,₹397.92,₹79.60,16.67%,Wallet,No,,No,20250905
TXN00003432,2024-02-08,STR01066,CUS17736,PRD00658,SUP074,Phone-Order,3,₹155.00,4.79%,₹7.42,₹147.58,₹442.74,₹389.25,₹53.49,12.08%,Debit Card,No,,No,20240208
TXN00003433,2024-01-05,STR01332,CUS13420,PRD00038,SUP232,App,5,₹110.00,8.27%,₹9.10,₹100.90,₹504.50,₹428.85,₹75.65,15.00%,UPI,No,,No,20240105
TXN00003434,2024-08-24,STR01201,CUS19830,PRD00072,SUP203,In-Store,5,₹35.00,2.74%,₹0.96,₹34.04,₹170.20,₹116.25,₹53.95,31.70%,UPI,No,,No,20240824
TXN00003435,2025-06-03,STR01083,CUS01223,PRD01106,SUP286,In-Store,1,₹65.00,5.74%,₹3.73,₹61.27,₹61.27,₹43.61,₹17.66,28.82%,UPI,No,,No,20250603
TXN00003436,2025-03-19,STR01310,CUS00681,PRD01568,SUP240,In-Store,3,₹460.00,5.18%,₹23.83,₹436.17,"₹1,308.51","₹1,000.41",₹308.10,23.55%,Debit Card,No,,No,20250319
TXN00003437,2025-02-17,STR01325,CUS16732,PRD01326,SUP030,In-Store,4,₹84.00,13.18%,₹11.07,₹72.93,₹291.72,₹267.00,₹24.72,8.47%,Wallet,No,,No,20250217
TXN00003438,2024-07-03,STR01344,CUS17621,PRD01162,SUP213,Online,2,₹50.00,10.82%,₹5.41,₹44.59,₹89.18,₹75.46,₹13.72,15.38%,Credit Card,No,,No,20240703
TXN00003439,2024-02-26,STR01281,CUS18334,PRD01360,SUP268,App,2,₹154.00,0.17%,₹0.26,₹153.74,₹307.48,₹260.62,₹46.86,15.24%,Cash,No,,No,20240226
TXN00003440,2024-06-11,STR01318,CUS03930,PRD01879,SUP293,In-Store,5,₹269.00,6.63%,₹17.83,₹251.17,"₹1,255.85","₹1,165.05",₹90.80,7.23%,Cash,No,,No,20240611
TXN00003441,2025-10-04,STR01455,CUS18171,PRD00733,SUP105,In-Store,5,₹70.00,2.68%,₹1.88,₹68.12,₹340.60,₹250.80,₹89.80,26.37%,Cash,No,,No,20251004
TXN00003442,2025-07-18,STR01054,CUS11188,PRD01493,SUP228,In-Store,5,₹219.00,2.72%,₹5.96,₹213.04,"₹1,065.20",₹928.10,₹137.10,12.87%,UPI,No,,No,20250718
TXN00003443,2025-07-03,STR01462,CUS17571,PRD01701,SUP043,App,2,₹60.00,3.83%,₹2.30,₹57.70,₹115.40,₹94.36,₹21.04,18.23%,Wallet,No,,No,20250703
TXN00003444,2024-02-28,STR01457,CUS08797,PRD01725,SUP025,In-Store,4,₹130.00,19.17%,₹24.92,₹105.08,₹420.32,₹418.24,₹2.08,0.49%,UPI,No,,No,20240228
TXN00003445,2025-09-26,STR01030,CUS06889,PRD00945,SUP162,In-Store,5,₹165.00,19.17%,₹31.63,₹133.37,₹666.85,₹604.95,₹61.90,9.28%,UPI,No,,No,20250926
TXN00003446,2024-04-03,STR01176,CUS12569,PRD01060,SUP066,Online,3,₹150.00,3.57%,₹5.36,₹144.64,₹433.92,₹393.57,₹40.35,9.30%,Debit Card,No,,No,20240403
TXN00003447,2025-01-16,STR01236,CUS18974,PRD00225,SUP166,Online,2,₹105.00,0.48%,₹0.50,₹104.50,₹209.00,₹168.78,₹40.22,19.24%,Cash,No,,No,20250116
TXN00003448,2024-08-19,STR01340,CUS05768,PRD01141,SUP202,App,3,₹55.00,25.00%,₹13.75,₹41.25,₹123.75,₹137.04,-₹13.29,-10.74%,UPI,No,,No,20240819
TXN00003449,2024-03-26,STR01079,CUS16056,PRD01835,SUP054,In-Store,1,₹90.00,0.04%,₹0.04,₹89.96,₹89.96,₹77.41,₹12.55,13.95%,Cash,No,,No,20240326
TXN00003450,2024-10-17,STR01223,CUS00950,PRD00284,SUP192,Online,5,₹50.00,6.08%,₹3.04,₹46.96,₹234.80,₹194.00,₹40.80,17.38%,UPI,No,,No,20241017
TXN00003451,2024-11-18,STR01339,CUS00888,PRD00072,SUP258,In-Store,4,₹35.00,14.71%,₹5.15,₹29.85,₹119.40,₹93.00,₹26.40,22.11%,UPI,No,,No,20241118
TXN00003452,2025-02-05,STR01311,CUS00881,PRD01425,SUP082,Online,4,₹225.00,16.02%,₹36.05,₹188.95,₹755.80,₹759.44,-₹3.64,-0.48%,UPI,No,,No,20250205
TXN00003453,2024-07-14,STR01371,CUS10717,PRD00994,SUP225,App,5,₹170.00,4.02%,₹6.83,₹163.17,₹815.85,₹689.65,₹126.20,15.47%,UPI,No,,Yes,20240714
TXN00003454,2024-07-03,STR01305,CUS12684,PRD01603,SUP218,Online,3,₹54.00,1.22%,₹0.66,₹53.34,₹160.02,₹139.89,₹20.13,12.58%,UPI,No,,No,20240703
TXN00003455,2024-03-15,STR01266,CUS03384,PRD01682,SUP037,In-Store,5,₹760.00,19.12%,₹145.31,₹614.69,"₹3,073.45","₹2,956.50",₹116.95,3.81%,Credit Card,Yes,Holi,No,20240315
TXN00003456,2024-02-15,STR01111,CUS02753,PRD00330,SUP171,In-Store,3,₹75.00,7.70%,₹5.78,₹69.22,₹207.66,₹187.71,₹19.95,9.61%,Cash,No,,No,20240215
TXN00003457,2025-06-25,STR01303,CUS14817,PRD00169,SUP023,Online,4,₹190.00,21.02%,₹39.94,₹150.06,₹600.24,₹604.80,-₹4.56,-0.76%,Credit Card,No,,No,20250625
TXN00003458,2024-05-24,STR01459,CUS11802,PRD00701,SUP144,App,2,₹44.00,7.42%,₹3.26,₹40.74,₹81.48,₹57.22,₹24.26,29.77%,Wallet,No,,No,20240524
TXN00003459,2025-10-11,STR01492,CUS02549,PRD00188,SUP023,In-Store,4,₹134.00,22.17%,₹29.71,₹104.29,₹417.16,₹360.92,₹56.24,13.48%,UPI,Yes,Dussehra,No,20251011
TXN00003460,2025-09-17,STR01325,CUS11185,PRD00319,SUP280,App,2,₹619.00,10.46%,₹64.75,₹554.25,"₹1,108.50",₹919.14,₹189.36,17.08%,Debit Card,No,,No,20250917
TXN00003461,2025-10-17,STR01365,CUS07065,PRD00205,SUP146,Online,5,₹89.00,0.31%,₹0.28,₹88.72,₹443.60,₹316.60,₹127.00,28.63%,UPI,No,,No,20251017
TXN00003462,2024-03-11,STR01064,CUS14453,PRD00837,SUP300,In-Store,5,₹694.00,3.25%,₹22.56,₹671.44,"₹3,357.20","₹2,294.90","₹1,062.30",31.64%,Debit Card,Yes,Holi,No,20240311
TXN00003463,2024-11-22,STR01297,CUS07850,PRD01801,SUP123,In-Store,1,₹30.00,4.52%,₹1.36,₹28.64,₹28.64,₹21.12,₹7.52,26.26%,Debit Card,No,,No,20241122
TXN00003464,2025-12-17,STR01371,CUS13288,PRD01589,SUP158,In-Store,3,₹305.00,20.75%,₹63.29,₹241.71,₹725.13,₹643.74,₹81.39,11.22%,Net Banking,No,,No,20251217
TXN00003465,2025-12-15,STR01007,CUS00338,PRD01581,SUP247,In-Store,2,₹199.00,7.40%,₹14.73,₹184.27,₹368.54,₹340.88,₹27.66,7.51%,Credit Card,No,,Yes,20251215
TXN00003466,2024-01-14,STR01147,CUS05705,PRD00250,SUP231,Phone-Order,1,₹109.00,22.93%,₹24.99,₹84.01,₹84.01,₹73.96,₹10.05,11.96%,UPI,No,,No,20240114
TXN00003467,2025-08-23,STR01330,CUS19752,PRD01526,SUP055,In-Store,5,₹60.00,7.46%,₹4.48,₹55.52,₹277.60,₹256.80,₹20.80,7.49%,Cash,No,,No,20250823
TXN00003468,2025-07-30,STR01388,CUS18070,PRD00095,SUP096,Online,1,₹154.00,8.39%,₹12.92,₹141.08,₹141.08,₹125.25,₹15.83,11.22%,UPI,No,,No,20250730
TXN00003469,2024-12-01,STR01389,CUS04310,PRD00136,SUP208,App,1,₹39.00,3.61%,₹1.41,₹37.59,₹37.59,₹31.83,₹5.76,15.32%,UPI,No,,No,20241201
TXN00003470,2025-06-09,STR01010,CUS12141,PRD01102,SUP133,In-Store,3,₹145.00,2.62%,₹3.80,₹141.20,₹423.60,₹373.77,₹49.83,11.76%,UPI,No,,No,20250609
TXN00003471,2024-02-07,STR01208,CUS09774,PRD01044,SUP261,Online,3,₹34.00,7.23%,₹2.46,₹31.54,₹94.62,₹87.48,₹7.14,7.55%,UPI,No,,No,20240207
TXN00003472,2024-03-01,STR01019,CUS05413,PRD01280,SUP240,In-Store,2,₹44.00,4.07%,₹1.79,₹42.21,₹84.42,₹64.12,₹20.30,24.05%,Debit Card,No,,No,20240301
TXN00003473,2025-05-04,STR01080,CUS15981,PRD00076,SUP170,App,2,₹99.00,21.18%,₹20.97,₹78.03,₹156.06,₹135.82,₹20.24,12.97%,Cash,No,,No,20250504
TXN00003474,2024-08-04,STR01221,CUS18704,PRD00934,SUP135,In-Store,4,₹80.00,8.35%,₹6.68,₹73.32,₹293.28,₹239.96,₹53.32,18.18%,Cash,No,,No,20240804
TXN00003475,2024-04-17,STR01036,CUS10174,PRD00122,SUP231,In-Store,5,₹125.00,9.14%,₹11.43,₹113.57,₹567.85,₹467.90,₹99.95,17.60%,UPI,No,,No,20240417
TXN00003476,2024-07-28,STR01195,CUS10380,PRD00748,SUP054,App,4,₹80.00,13.91%,₹11.13,₹68.87,₹275.48,₹259.16,₹16.32,5.92%,Debit Card,No,,No,20240728
TXN00003477,2025-07-23,STR01428,CUS07818,PRD00865,SUP168,In-Store,5,₹160.00,35.14%,₹56.22,₹103.78,₹518.90,₹659.00,-₹140.10,-27.00%,UPI,No,,No,20250723
TXN00003478,2025-08-08,STR01172,CUS03213,PRD00093,SUP293,In-Store,3,₹90.00,36.68%,₹33.01,₹56.99,₹170.97,₹216.42,-₹45.45,-26.58%,UPI,No,,No,20250808
TXN00003479,2025-06-21,STR01363,CUS05453,PRD01373,SUP234,In-Store,4,₹145.00,3.51%,₹5.09,₹139.91,₹559.64,₹409.64,₹150.00,26.80%,Cash,No,,No,20250621
TXN00003480,2024-03-07,STR01184,CUS08801,PRD01574,SUP112,Online,3,₹55.00,1.61%,₹0.89,₹54.11,₹162.33,₹127.71,₹34.62,21.33%,Cash,No,,No,20240307
TXN00003481,2025-01-10,STR01435,CUS08169,PRD01076,SUP010,In-Store,5,₹205.00,5.85%,₹11.99,₹193.01,₹965.05,₹778.75,₹186.30,19.30%,Cash,No,,No,20250110
TXN00003482,2025-10-09,STR01481,CUS06985,PRD01120,SUP021,In-Store,3,₹64.00,2.11%,₹1.35,₹62.65,₹187.95,₹144.42,₹43.53,23.16%,Net Banking,No,,No,20251009
TXN00003483,2025-08-24,STR01247,CUS02862,PRD00732,SUP217,Online,3,"₹1,119.00",8.43%,₹94.33,"₹1,024.67","₹3,074.01","₹2,865.90",₹208.11,6.77%,Credit Card,No,,No,20250824
TXN00003484,2024-06-08,STR01251,CUS15054,PRD00491,SUP032,In-Store,1,₹274.00,2.81%,₹7.70,₹266.30,₹266.30,₹193.63,₹72.67,27.29%,UPI,No,,No,20240608
TXN00003485,2024-06-05,STR01096,CUS13655,PRD00818,SUP111,In-Store,3,₹444.00,5.14%,₹22.82,₹421.18,"₹1,263.54",₹945.39,₹318.15,25.18%,UPI,No,,No,20240605
TXN00003486,2025-06-30,STR01194,CUS05021,PRD00540,SUP294,In-Store,3,₹150.00,18.27%,₹27.41,₹122.59,₹367.77,₹367.68,₹0.09,0.02%,Net Banking,No,,No,20250630
TXN00003487,2024-11-06,STR01174,CUS04100,PRD00475,SUP228,App,3,₹70.00,7.76%,₹5.43,₹64.57,₹193.71,₹172.89,₹20.82,10.75%,Net Banking,No,,No,20241106
TXN00003488,2024-07-05,STR01436,CUS08001,PRD01665,SUP256,Online,3,₹75.00,5.44%,₹4.08,₹70.92,₹212.76,₹172.80,₹39.96,18.78%,Cash,No,,No,20240705
TXN00003489,2024-03-15,STR01295,CUS18224,PRD00810,SUP155,In-Store,4,₹230.00,6.89%,₹15.85,₹214.15,₹856.60,₹741.44,₹115.16,13.44%,UPI,Yes,Holi,No,20240315
TXN00003490,2025-11-17,STR01318,CUS04172,PRD00042,SUP297,Online,3,₹94.00,2.88%,₹2.71,₹91.29,₹273.87,₹216.93,₹56.94,20.79%,Wallet,No,,No,20251117
TXN00003491,2024-02-05,STR01255,CUS05388,PRD00130,SUP185,App,2,₹370.00,9.20%,₹34.04,₹335.96,₹671.92,₹594.36,₹77.56,11.54%,UPI,No,,No,20240205
TXN00003492,2025-06-01,STR01051,CUS05996,PRD01274,SUP149,Online,1,₹15.00,4.62%,₹0.69,₹14.31,₹14.31,₹10.23,₹4.08,28.51%,Cash,No,,Yes,20250601
TXN00003493,2025-09-05,STR01451,CUS08547,PRD00718,SUP052,In-Store,1,"₹2,280.00",3.01%,₹68.63,"₹2,211.37","₹2,211.37","₹1,854.92",₹356.45,16.12%,UPI,No,,No,20250905
TXN00003494,2025-09-08,STR01389,CUS02730,PRD00517,SUP088,Online,3,₹325.00,4.40%,₹14.30,₹310.70,₹932.10,₹675.51,₹256.59,27.53%,Cash,No,,No,20250908
TXN00003495,2024-06-28,STR01201,CUS18117,PRD01126,SUP169,In-Store,3,₹45.00,9.71%,₹4.37,₹40.63,₹121.89,₹102.09,₹19.80,16.24%,UPI,No,,No,20240628
TXN00003496,2025-06-02,STR01162,CUS16925,PRD00613,SUP280,In-Store,3,₹284.00,4.14%,₹11.76,₹272.24,₹816.72,₹721.11,₹95.61,11.71%,UPI,No,,No,20250602
TXN00003497,2025-07-23,STR01274,CUS00453,PRD01825,SUP218,In-Store,3,₹245.00,15.62%,₹38.27,₹206.73,₹620.19,₹560.07,₹60.12,9.69%,Cash,No,,No,20250723
TXN00003498,2025-09-06,STR01350,CUS09889,PRD00914,SUP211,Online,3,₹95.00,2.47%,₹2.35,₹92.65,₹277.95,₹220.44,₹57.51,20.69%,Credit Card,No,,No,20250906
TXN00003499,2025-07-04,STR01248,CUS07241,PRD01522,SUP134,In-Store,3,₹135.00,8.23%,₹11.11,₹123.89,₹371.67,₹278.25,₹93.42,25.14%,Debit Card,No,,Yes,20250704
TXN00003500,2024-01-31,STR01399,CUS14190,PRD01943,SUP300,In-Store,3,₹85.00,5.21%,₹4.43,₹80.57,₹241.71,₹166.74,₹74.97,31.02%,Debit Card,No,,No,20240131
TXN00003501,2024-12-10,STR01076,CUS16090,PRD01656,SUP084,In-Store,4,₹139.00,22.10%,₹30.72,₹108.28,₹433.12,₹438.04,-₹4.92,-1.14%,Debit Card,No,,No,20241210
TXN00003502,2024-12-20,STR01202,CUS08498,PRD00381,SUP086,App,3,₹245.00,9.01%,₹22.07,₹222.93,₹668.79,₹514.23,₹154.56,23.11%,Credit Card,Yes,Christmas,No,20241220
TXN00003503,2025-11-03,STR01280,CUS09619,PRD01662,SUP062,In-Store,2,₹225.00,7.89%,₹17.75,₹207.25,₹414.50,₹310.90,₹103.60,24.99%,UPI,Yes,Diwali,No,20251103
TXN00003504,2024-10-24,STR01098,CUS14597,PRD01805,SUP123,In-Store,5,₹674.00,18.15%,₹122.33,₹551.67,"₹2,758.35","₹2,740.05",₹18.30,0.66%,Wallet,No,,No,20241024
TXN00003505,2024-08-22,STR01224,CUS06484,PRD00621,SUP126,In-Store,2,₹29.00,9.58%,₹2.78,₹26.22,₹52.44,₹42.50,₹9.94,18.95%,Cash,No,,No,20240822
TXN00003506,2024-06-13,STR01455,CUS09562,PRD00682,SUP046,In-Store,1,₹575.00,15.16%,₹87.17,₹487.83,₹487.83,₹425.13,₹62.70,12.85%,UPI,No,,No,20240613
TXN00003507,2024-11-04,STR01075,CUS19480,PRD00091,SUP194,In-Store,3,₹115.00,2.73%,₹3.14,₹111.86,₹335.58,₹248.55,₹87.03,25.93%,Wallet,Yes,Diwali,No,20241104
TXN00003508,2024-03-25,STR01397,CUS19070,PRD01013,SUP184,In-Store,3,₹330.00,17.23%,₹56.86,₹273.14,₹819.42,₹839.55,-₹20.13,-2.46%,Debit Card,No,,No,20240325
TXN00003509,2024-12-23,STR01455,CUS09213,PRD01295,SUP160,Online,2,₹129.00,4.01%,₹5.17,₹123.83,₹247.66,₹197.26,₹50.40,20.35%,UPI,Yes,Christmas,No,20241223
TXN00003510,2024-12-07,STR01074,CUS11907,PRD00323,SUP300,In-Store,3,₹29.00,4.59%,₹1.33,₹27.67,₹83.01,₹73.74,₹9.27,11.17%,Cash,No,,No,20241207
TXN00003511,2024-12-30,STR01177,CUS13208,PRD01592,SUP123,In-Store,1,₹349.00,6.13%,₹21.39,₹327.61,₹327.61,₹303.60,₹24.01,7.33%,Cash,Yes,Christmas,Yes,20241230
TXN00003512,2025-03-17,STR01014,CUS02140,PRD01047,SUP232,In-Store,5,₹39.00,7.91%,₹3.08,₹35.92,₹179.60,₹127.40,₹52.20,29.06%,Cash,Yes,Holi,No,20250317
TXN00003513,2024-10-19,STR01376,CUS15850,PRD01414,SUP253,In-Store,4,₹215.00,6.70%,₹14.41,₹200.59,₹802.36,₹684.52,₹117.84,14.69%,Cash,No,,No,20241019
TXN00003514,2024-01-28,STR01219,CUS05473,PRD00393,SUP051,In-Store,3,₹545.00,1.65%,₹8.99,₹536.01,"₹1,608.03","₹1,246.50",₹361.53,22.48%,Wallet,Yes,Republic Day Sale,No,20240128
TXN00003515,2024-05-27,STR01049,CUS10631,PRD01666,SUP130,In-Store,3,₹55.00,0.91%,₹0.50,₹54.50,₹163.50,₹117.99,₹45.51,27.83%,Cash,No,,No,20240527
TXN00003516,2024-12-06,STR01085,CUS01136,PRD01072,SUP078,Online,5,₹330.00,3.82%,₹12.61,₹317.39,"₹1,586.95","₹1,248.65",₹338.30,21.32%,Net Banking,No,,No,20241206
TXN00003517,2024-12-10,STR01122,CUS08890,PRD00189,SUP132,In-Store,3,₹275.00,1.41%,₹3.88,₹271.12,₹813.36,₹555.66,₹257.70,31.68%,UPI,No,,No,20241210
TXN00003518,2024-08-25,STR01213,CUS01641,PRD00556,SUP096,In-Store,3,₹59.00,2.47%,₹1.46,₹57.54,₹172.62,₹131.55,₹41.07,23.79%,Credit Card,No,,No,20240825
TXN00003519,2024-09-29,STR01287,CUS14997,PRD00324,SUP100,Online,2,₹45.00,14.91%,₹6.71,₹38.29,₹76.58,₹62.20,₹14.38,18.78%,UPI,No,,No,20240929
TXN00003520,2025-10-31,STR01055,CUS01021,PRD00280,SUP103,In-Store,1,₹59.00,8.46%,₹4.99,₹54.01,₹54.01,₹48.73,₹5.28,9.78%,Cash,Yes,Diwali,No,20251031
TXN00003521,2025-10-18,STR01253,CUS12829,PRD00023,SUP004,Online,1,₹74.00,15.85%,₹11.73,₹62.27,₹62.27,₹53.56,₹8.71,13.99%,Credit Card,No,,No,20251018
TXN00003522,2025-05-02,STR01285,CUS19066,PRD00191,SUP278,In-Store,5,₹215.00,9.44%,₹20.30,₹194.70,₹973.50,₹792.70,₹180.80,18.57%,UPI,No,,No,20250502
TXN00003523,2024-09-12,STR01277,CUS18836,PRD00511,SUP139,Online,2,₹234.00,18.58%,₹43.48,₹190.52,₹381.04,₹354.70,₹26.34,6.91%,UPI,No,,No,20240912
TXN00003524,2025-09-12,STR01231,CUS15818,PRD00808,SUP299,In-Store,4,₹75.00,5.45%,₹4.09,₹70.91,₹283.64,₹211.36,₹72.28,25.48%,Debit Card,No,,No,20250912
TXN00003525,2025-04-22,STR01094,CUS09097,PRD00237,SUP020,In-Store,4,₹105.00,19.71%,₹20.70,₹84.30,₹337.20,₹305.96,₹31.24,9.26%,UPI,No,,No,20250422
TXN00003526,2025-07-06,STR01276,CUS18417,PRD00124,SUP075,In-Store,1,₹270.00,19.06%,₹51.46,₹218.54,₹218.54,₹187.59,₹30.95,14.16%,Cash,No,,No,20250706
TXN00003527,2025-04-03,STR01347,CUS07881,PRD01022,SUP195,In-Store,2,₹110.00,5.92%,₹6.51,₹103.49,₹206.98,₹181.62,₹25.36,12.25%,Credit Card,No,,No,20250403
TXN00003528,2025-11-12,STR01244,CUS12542,PRD00916,SUP298,In-Store,3,₹39.00,5.29%,₹2.06,₹36.94,₹110.82,₹76.47,₹34.35,31.00%,UPI,No,,No,20251112
TXN00003529,2024-01-03,STR01372,CUS09524,PRD01882,SUP233,In-Store,1,₹169.00,1.92%,₹3.24,₹165.76,₹165.76,₹116.50,₹49.26,29.72%,UPI,No,,No,20240103
TXN00003530,2024-04-13,STR01109,CUS04499,PRD00939,SUP147,App,3,₹475.00,9.47%,₹44.98,₹430.02,"₹1,290.06","₹1,182.93",₹107.13,8.30%,UPI,No,,No,20240413
TXN00003531,2025-12-10,STR01021,CUS00249,PRD00248,SUP240,App,2,₹229.00,1.72%,₹3.94,₹225.06,₹450.12,₹355.30,₹94.82,21.07%,UPI,No,,No,20251210
TXN00003532,2024-10-11,STR01289,CUS08599,PRD00664,SUP219,App,3,₹134.00,4.12%,₹5.52,₹128.48,₹385.44,₹309.54,₹75.90,19.69%,UPI,Yes,Dussehra,No,20241011
TXN00003533,2024-05-19,STR01086,CUS08026,PRD01254,SUP240,Online,3,₹39.00,8.16%,₹3.18,₹35.82,₹107.46,₹78.09,₹29.37,27.33%,Debit Card,No,,No,20240519
TXN00003534,2024-03-06,STR01452,CUS19163,PRD00332,SUP068,In-Store,3,₹70.00,7.39%,₹5.17,₹64.83,₹194.49,₹172.74,₹21.75,11.18%,UPI,No,,No,20240306
TXN00003535,2025-05-20,STR01195,CUS03061,PRD01589,SUP274,App,2,₹305.00,4.38%,₹13.36,₹291.64,₹583.28,₹429.16,₹154.12,26.42%,UPI,No,,No,20250520
TXN00003536,2024-10-15,STR01134,CUS18580,PRD00805,SUP121,Online,4,₹145.00,6.59%,₹9.56,₹135.44,₹541.76,₹482.60,₹59.16,10.92%,Wallet,Yes,Dussehra,No,20241015
TXN00003537,2024-04-05,STR01221,CUS15205,PRD00176,SUP213,Online,1,₹75.00,7.00%,₹5.25,₹69.75,₹69.75,₹59.82,₹9.93,14.24%,UPI,Yes,Eid,No,20240405
TXN00003538,2024-10-05,STR01127,CUS13455,PRD00465,SUP124,In-Store,2,₹374.00,38.69%,₹144.70,₹229.30,₹458.60,₹631.40,-₹172.80,-37.68%,UPI,No,,No,20241005
TXN00003539,2024-03-08,STR01093,CUS13689,PRD01896,SUP056,App,4,₹114.00,5.04%,₹5.75,₹108.25,₹433.00,₹350.44,₹82.56,19.07%,Credit Card,Yes,Holi,No,20240308
TXN00003540,2024-07-25,STR01007,CUS11379,PRD00108,SUP160,In-Store,3,₹124.00,9.40%,₹11.66,₹112.34,₹337.02,₹314.04,₹22.98,6.82%,Cash,No,,No,20240725
TXN00003541,2024-06-13,STR01001,CUS05544,PRD01672,SUP259,Online,4,₹10.00,3.24%,₹0.32,₹9.68,₹38.72,₹26.68,₹12.04,31.10%,Net Banking,No,,No,20240613
TXN00003542,2025-08-22,STR01454,CUS12450,PRD00809,SUP148,Online,5,₹5.00,4.51%,₹0.23,₹4.77,₹23.85,₹21.25,₹2.60,10.90%,Credit Card,No,,No,20250822
TXN00003543,2024-08-12,STR01052,CUS17822,PRD00766,SUP072,In-Store,1,₹205.00,12.56%,₹25.75,₹179.25,₹179.25,₹175.34,₹3.91,2.18%,UPI,Yes,Independence Day Sale,No,20240812
